division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
497,Freddan,Lif,freddan,SWE,Open,2.66,22.3,23.33,-47.7,4,3.08
498,Patrik,Gren,,SWE,Open,2.64,26.7,28.58,-59.05,8,3.06
499,Pierre,Pilstål,,SWE,Open,2.63,25.27,26.91,-55.45,2,3.04
500,Mikael,Jansson,mister45,SWE,Open,2.62,24.71,26.25,-54.03,2,3.03
501,Björn,Ferm,,SWE,Open,2.61,24.81,26.37,-54.31,1,3.02
502,Daniel,Hansson,,SWE,Open,2.59,26.15,27.98,-57.8,1,3.0
503,Joel,Salmonsson,,SWE,Open,2.58,24.76,26.35,-54.29,2,2.99
504,Daniel,Olsson,danielolsson,SWE,Open,2.58,16.79,16.88,-33.86,12,2.98
505,Niclas,Seydlitz,bossebus,SWE,Open,2.58,24.56,26.13,-53.81,2,2.98
506,Amel,Osmanovic,amelo,SWE,Open,2.57,25.34,27.06,-55.83,1,2.97
507,Hans,Lindberg,utgard,SWE,Open,2.57,24.62,26.2,-53.97,2,2.97
508,Martin,Iversen,gbgrape,SWE,Open,2.56,25.86,27.68,-57.18,1,2.96
509,Petter,Kjellsson,petterk,SWE,Open,2.54,25.05,26.74,-55.19,2,2.94
510,Christofer,Mo,molle,SWE,Open,2.52,25.16,26.89,-55.53,1,2.92
511,Filip,Muzinic,dykarfilip,SWE,Open,2.51,23.66,25.14,-51.74,3,2.9
512,Mathias,Adolfsson,mathiasa,SWE,Open,2.5,26.48,28.49,-58.99,1,2.89
513,Christian,Luckmann,elespecia,SWE,Open,2.48,24.16,25.76,-53.12,5,2.87
514,Fredrik,Sik,,SWE,Open,2.48,22.31,23.56,-48.38,5,2.87
515,Jonas,Reimers,jr1,SWE,Open,2.47,24.6,26.3,-54.29,2,2.86
516,Sandra,Arbinger,bilbo,SWE,Open,2.45,25.4,27.27,-56.41,1,2.83
517,Andreas,Lidberg,lidberg,SWE,Open,2.42,24.33,26.03,-53.77,2,2.8
518,Patrick,Bongart,soulshine,SWE,Open,2.41,25.98,28.0,-58.04,1,2.78
519,Hans,Wallstedt,dallas68,SWE,Open,2.38,25.06,26.95,-55.78,4,2.76
520,Kjell,Persson,,SWE,Open,2.38,24.53,26.32,-54.42,2,2.76
521,Dennis,Edman,netnut,SWE,Open,2.37,24.95,26.83,-55.53,2,2.74
522,Andreas,Sandberg,sandarn,SWE,Open,2.37,25.17,27.09,-56.09,3,2.74
523,Tom,Silverklo,,SWE,Open,2.36,24.61,26.43,-54.69,3,2.73
524,Dennis,Husell,,SWE,Open,2.35,24.81,26.69,-55.26,2,2.71
525,Urban,J,,SWE,Open,2.34,24.19,25.96,-53.7,2,2.7
526,Jens,Lindström Lönn,ulvhedin,SWE,Open,2.32,25.29,27.29,-56.57,1,2.69
527,Frederic,Lindahl,fredda,SWE,Open,2.32,25.79,27.88,-57.85,1,2.69
528,Anders,Holstensson,,SWE,Open,2.32,25.03,26.99,-55.95,3,2.68
529,Ulf,Lindeberg,procto,SWE,Open,2.31,24.91,26.85,-55.64,3,2.68
530,Anders,Bengtsson,abe75,SWE,Open,2.3,25.13,27.13,-56.26,1,2.66
531,Oscar,Cederqvist,,SWE,Open,2.29,25.16,27.18,-56.36,1,2.65
532,John,Bauer,johnrambo,SWE,Open,2.29,25.91,28.06,-58.28,1,2.65
533,Matilda,Sundqvist,sundqvist,SWE,Open,2.27,25.42,27.5,-57.08,1,2.63
534,Jurian,Van Der Knaap,,SWE,Open,2.27,24.63,26.57,-55.08,2,2.62
535,Börre,Böresen,,SWE,Open,2.26,24.03,25.86,-53.55,3,2.62
536,Alek,Trawicki,trawicki,SWE,Open,2.26,25.09,27.12,-56.28,1,2.62
537,Madlene,Dahlskog,maddefia,SWE,Open,2.26,24.22,26.1,-54.07,3,2.62
538,Niklas,Johansson,keeper,SWE,Open,2.26,23.38,25.09,-51.9,3,2.61
539,Nina,Meranius,filini,SWE,Open,2.25,24.3,26.2,-54.29,2,2.6
540,Peter,Norrthon,,SWE,Open,2.25,24.64,26.6,-55.17,1,2.6
541,Martin,Hedlund,hedlund,SWE,Open,2.23,24.5,26.46,-54.87,2,2.58
542,Villgot,Englund,,SWE,Open,2.23,23.94,25.79,-53.44,3,2.58
543,Joakim,Svahn,,SWE,Open,2.22,25.09,27.17,-56.42,1,2.57
544,Aleksander,Trawicki,trawicki,SWE,Open,2.22,25.54,27.71,-57.59,1,2.57
545,Roger,Persson,rogge,SWE,Open,2.21,19.49,20.54,-42.12,7,2.55
546,Staffan,Liljestrand,ozz,SWE,Open,2.13,24.3,26.34,-54.72,3,2.47
547,christopher,gjerulf,,SWE,Open,2.13,24.89,27.04,-56.23,4,2.46
548,Jonny,Jonasson,,SWE,Open,2.11,25.61,27.92,-58.14,1,2.44
549,Tobias,Bestelid,vagabond,SWE,Open,2.09,25.73,28.09,-58.53,1,2.42
550,Jan,Tirfing,tirre,SWE,Open,2.09,25.1,27.34,-56.92,1,2.42
551,Henrik,Berg,berg76,SWE,Open,2.07,24.89,27.11,-56.44,2,2.4
552,Ola,Knutsson,hex,SWE,Open,2.07,24.19,26.28,-54.66,3,2.39
553,Mathias,Engstrand,,SWE,Open,2.06,26.39,28.91,-60.34,5,2.38
554,Kenny,F,baggins,SWE,Open,2.04,24.88,27.14,-56.53,2,2.36
555,Alexander,Atle,alexander,SWE,Open,2.04,25.01,27.29,-56.87,1,2.36
556,Kyrre,Lee,bombom,SWE,Open,2.03,25.29,27.64,-57.62,1,2.35
557,Daniel,Mowbray,,SWE,Open,2.02,24.97,27.27,-56.83,2,2.34
558,jaakko,kangasvieri,jaakkok,SWE,Open,2.02,25.56,27.97,-58.35,2,2.33
559,Mathias,Duppils,,SWE,Open,2.01,26.5,29.09,-60.78,1,2.33
560,Pär,Lundgren,snurre,SWE,Open,2.01,25.02,27.33,-56.98,2,2.33
561,Benny,Nilsson,,SWE,Open,2.0,25.11,27.45,-57.24,1,2.32
562,Stefan,Nordh,spiderpriest,SWE,Open,2.0,23.78,25.88,-53.84,2,2.32
563,Amer,Balic,,SWE,Open,1.99,25.05,27.4,-57.16,1,2.3
564,Peter,Rödseth,roedseth,SWE,Open,1.98,25.36,27.78,-57.98,2,2.29
565,Charlie,Andersson,challe,SWE,Open,1.97,25.07,27.45,-57.27,1,2.28
566,Sofia,Dohmen,sofia,SWE,Open,1.97,24.01,26.19,-54.55,4,2.28
567,Thette,Holmberg,misspurple,SWE,Open,1.97,22.85,24.81,-51.57,4,2.28
568,Lars,Ackehed,,SWE,Open,1.95,25.18,27.59,-57.61,2,2.26
569,Kim,Falkenback,,SWE,Open,1.95,24.81,27.17,-56.68,1,2.25
570,Per,Ekelund,ekis,SWE,Open,1.95,24.87,27.24,-56.85,1,2.25
571,Patrik,Carlsson,modestyblaise,SWE,Open,1.94,25.24,27.68,-57.79,1,2.25
572,Thomas,Eldenek,tel,SWE,Open,1.93,24.91,27.31,-57.01,3,2.23
573,Douglas,Swanmark,,SWE,Open,1.91,25.12,27.58,-57.61,1,2.21
574,Julian,A,manowar,SWE,Open,1.91,24.13,26.4,-55.07,2,2.21
575,Martin,Orbeus,,SWE,Open,1.88,24.68,27.09,-56.59,1,2.18
576,Kristofer,Larsen,bruno02,SWE,Open,1.88,25.02,27.5,-57.47,1,2.18
577,Carl,Gustafsson,,SWE,Open,1.87,25.21,27.73,-57.97,1,2.17
578,Tomas,Hermander,glock4u,SWE,Open,1.87,25.29,27.83,-58.19,9,2.16
579,Markus,Frohm,,SWE,Open,1.87,24.68,27.1,-56.63,1,2.16
580,Anton,Dahlin,eagleeyes,SWE,Open,1.87,25.05,27.55,-57.6,1,2.16
581,Mattias,Lindén,saittam,SWE,Open,1.86,23.83,26.11,-54.49,3,2.15
582,Håkan,Eriksson,,SWE,Open,1.86,25.1,27.62,-57.75,1,2.15
583,Robin,Lennartsson,lugerpastorn,SWE,Open,1.84,24.66,27.11,-56.67,1,2.13
584,William,Sandström,wucs,SWE,Open,1.82,24.81,27.31,-57.12,1,2.11
585,Sven-Erik,Hurtig,,SWE,Open,1.82,25.15,27.72,-58.01,1,2.11
586,Martin,Pärnaste,scottglenn,SWE,Open,1.8,24.68,27.18,-56.86,3,2.09
587,Herr,Larsson,,SWE,Open,1.79,24.8,27.34,-57.21,1,2.07
588,Rocco,Biasi,,SWE,Open,1.79,25.05,27.64,-57.87,1,2.07
589,Linus,W,dirren,SWE,Open,1.78,25.3,27.95,-58.54,1,2.06
590,Robin,Hennix,,SWE,Open,1.78,25.2,27.83,-58.28,1,2.06
591,Henrik,Sandsten,,SWE,Open,1.78,25.44,28.12,-58.91,1,2.05
592,Andreas,Ege,karutchi,SWE,Open,1.77,25.5,28.19,-59.06,1,2.05
593,Adam,Lindholm,adaml,SWE,Open,1.77,25.96,28.75,-60.28,1,2.05
594,Miranda,Bjurshagen,,SWE,Open,1.74,25.12,27.77,-58.21,1,2.02
595,Edward,Fenn,edfe,SWE,Open,1.73,25.47,28.2,-59.13,1,2.01
596,Aleksander,NotKnown,alex76,SWE,Open,1.72,24.19,26.69,-55.89,3,1.99
597,Markus,Dannberg,bula,SWE,Open,1.71,22.18,24.32,-50.78,5,1.98
598,Håkan,Myrsell,,SWE,Open,1.71,25.08,27.77,-58.23,1,1.98
599,Peter,Björnstedt,peterb,SWE,Open,1.71,23.04,25.35,-53.01,5,1.97
600,Olof,Larsson,,SWE,Open,1.69,24.98,27.67,-58.04,1,1.96
601,Håkan,Danielsson,,SWE,Open,1.67,24.93,27.63,-57.97,1,1.93
602,Jan Oskar,Granath,,SWE,Open,1.67,25.17,27.93,-58.62,1,1.93
603,Patrik,Spett,,SWE,Open,1.66,24.62,27.28,-57.21,1,1.92
604,Fredrik,Lindén,tacbeardedman,SWE,Open,1.65,27.43,30.63,-64.46,1,1.91
605,Johann,Ramsauer,ramsauer,SWE,Open,1.65,24.53,27.19,-57.03,2,1.91
606,Andy,Persson,,SWE,Open,1.64,25.25,28.05,-58.89,1,1.9
607,Christian,Woronin,,SWE,Open,1.61,24.72,27.46,-57.65,2,1.86
608,Bengt,Alverborg,,SWE,Open,1.61,24.94,27.72,-58.21,1,1.86
609,Christian,Forslind,celcius,SWE,Open,1.6,25.1,27.92,-58.65,1,1.85
610,Rasmus,Jägbrant,,SWE,Open,1.6,24.7,27.45,-57.65,1,1.85
611,Daniel,Padellaro,hooja,SWE,Open,1.59,25.26,28.12,-59.11,1,1.84
612,Georgios,Karassas,,SWE,Open,1.58,24.47,27.19,-57.11,2,1.83
613,Magnus,Sjöberg,qm343,SWE,Open,1.55,25.0,27.85,-58.56,1,1.8
614,Johan,P,cephyr,SWE,Open,1.54,24.76,27.59,-58.0,2,1.78
615,Mats,Salomonsson,matsihagen,SWE,Open,1.53,24.86,27.71,-58.28,1,1.77
616,Gabriel,Svensson,,SWE,Open,1.53,25.07,27.97,-58.85,1,1.77
617,Nicke,Höckerbo,,SWE,Open,1.52,24.87,27.73,-58.34,1,1.76
618,Georg,Beckman,jojje,SWE,Open,1.52,24.73,27.58,-58.01,1,1.76
619,Niklas,Magnusson,fastnaccurate,SWE,Open,1.52,24.76,27.61,-58.08,1,1.76
620,Carolina,Antikainen,carro,SWE,Open,1.51,25.55,28.56,-60.13,1,1.75
621,Per-Eric,Klingstedt,klingan,SWE,Open,1.48,24.99,27.93,-58.81,1,1.72
622,Stefan,Reinhammar,thehammer,SWE,Open,1.47,24.83,27.76,-58.45,1,1.7
623,Jonnie,Nilsson,nilsson,SWE,Open,1.47,22.88,25.45,-53.46,4,1.7
624,Joakim,Stralje,frolomp,SWE,Open,1.45,25.33,28.37,-59.79,1,1.68
625,Damir,Ahmetovic,damaxir,SWE,Open,1.45,24.98,27.95,-58.87,1,1.68
626,Alexander,Stankovic,sasa,SWE,Open,1.44,26.47,29.74,-62.75,6,1.67
627,Patrik,Danielsson,,SWE,Open,1.43,25.15,28.18,-59.4,1,1.66
628,Emil,Söderling,,SWE,Open,1.43,24.89,27.87,-58.73,1,1.66
629,jimmy,thörnberg,,SWE,Open,1.43,24.94,27.93,-58.86,3,1.65
630,Joel,Nilsson,,SWE,Open,1.43,24.94,27.94,-58.89,1,1.65
631,Andy,Odd,mrandy,SWE,Open,1.43,24.22,27.08,-57.03,1,1.65
632,Carl,Tullberg,,SWE,Open,1.42,24.7,27.67,-58.29,1,1.64
633,Lars,Andreasson,land,SWE,Open,1.41,24.87,27.88,-58.77,1,1.63
634,Kenny,Axelsson,,SWE,Open,1.41,24.86,27.87,-58.74,1,1.63
635,Kent,Westin,,SWE,Open,1.41,25.07,28.12,-59.28,1,1.63
636,Tore,Frantz,toref,SWE,Open,1.4,24.76,27.76,-58.5,1,1.62
637,Linus,Vallin,,SWE,Open,1.39,24.89,27.92,-58.86,1,1.61
638,Per,Elovsson,,SWE,Open,1.39,25.13,28.2,-59.48,1,1.61
639,Per,Olsson,najanaja,SWE,Open,1.39,24.44,27.38,-57.72,1,1.61
640,Jesper,Karlsson,,SWE,Open,1.38,25.11,28.2,-59.49,1,1.6
641,Ella,Olsson,ella,SWE,Open,1.38,24.97,28.03,-59.13,1,1.6
642,Philip,Kimgård,,SWE,Open,1.37,25.41,28.56,-60.26,1,1.59
643,Mikael,Sundström,,SWE,Open,1.36,25.01,28.1,-59.3,1,1.57
644,Per,Diesen,,SWE,Open,1.35,24.88,27.96,-58.99,1,1.56
645,Lars,Sjöström,larsa,SWE,Open,1.35,25.34,28.51,-60.19,1,1.56
646,Håkan,Hedlöf,murarn,SWE,Open,1.35,25.07,28.19,-59.51,1,1.56
647,Mikael,Fredar,,SWE,Open,1.34,24.31,27.29,-57.55,1,1.56
648,Erik,Sandell,sandell,SWE,Open,1.34,25.0,28.11,-59.34,1,1.55
649,Niklas,Eriksson,swe3675,SWE,Open,1.34,25.78,29.03,-61.32,1,1.55
650,Christoffer,Glinge,,SWE,Open,1.34,24.81,27.89,-58.86,1,1.55
651,Peder,Lundkvist,pioneer,SWE,Open,1.32,25.41,28.61,-60.44,1,1.53
652,Joakim,Eriksson,1337,SWE,Open,1.32,25.3,28.48,-60.15,1,1.53
653,Joakim,Skogner,skogner,SWE,Open,1.32,25.51,28.74,-60.72,1,1.53
654,Jonas,Partanen Green,,SWE,Open,1.32,24.38,27.4,-57.82,1,1.53
655,Claes,Lindblom,kocken,SWE,Open,1.32,24.42,27.45,-57.94,1,1.52
656,Jens,Vörman,,SWE,Open,1.31,25.44,28.67,-60.57,1,1.52
657,Martin,Johansson,martinrevo,SWE,Open,1.31,24.74,27.84,-58.79,1,1.52
658,Jonathan,Rask Nordvall,,SWE,Open,1.31,24.49,27.54,-58.14,1,1.51
659,Dane,Sundin,,SWE,Open,1.31,25.14,28.31,-59.81,1,1.51
660,Johan,Fredlund,freddeludde83,SWE,Open,1.31,25.38,28.6,-60.42,1,1.51
661,Simon,Markussen,,SWE,Open,1.31,24.5,27.56,-58.19,1,1.51
662,Christian,Holmgren,kryllxc,SWE,Open,1.3,24.26,27.28,-57.59,2,1.5
663,Mattias,Hansson,mattita,SWE,Open,1.29,23.87,26.82,-56.6,2,1.5
664,Peter,Retep,retep,SWE,Open,1.29,24.55,27.64,-58.36,1,1.49
665,Anders,R. (#1386),,SWE,Open,1.29,25.14,28.34,-59.89,1,1.49
666,Per-Olof,Emanuelsson,axel,SWE,Open,1.27,24.45,27.55,-58.19,2,1.47
667,Christer,H.Eriksson,lonestar,SWE,Open,1.27,25.01,28.21,-59.63,1,1.46
668,Bent,Lund,,SWE,Open,1.26,24.38,27.47,-58.03,5,1.46
669,Marie,Celing,,SWE,Open,1.26,24.62,27.76,-58.66,1,1.45
670,Stephan,Ahlden,aldus,SWE,Open,1.25,24.01,27.04,-57.1,2,1.45
671,Greger,Kontojoki,,SWE,Open,1.25,25.05,28.28,-59.78,2,1.45
672,Fredrik,Rössel,laxvik,SWE,Open,1.25,24.63,27.78,-58.71,1,1.44
673,Simon,Stenberg,,SWE,Open,1.25,24.77,27.95,-59.07,1,1.44
674,Christer,Karlsson,nsslt,SWE,Open,1.25,24.29,27.38,-57.85,2,1.44
675,Stefan,Wallberg,stenhuggarn,SWE,Open,1.24,25.61,28.95,-61.25,1,1.43
676,Rickard,Andersson,lite,SWE,Open,1.24,24.87,28.07,-59.36,1,1.43
677,Jeff,Persson,,SWE,Open,1.24,24.49,27.63,-58.4,1,1.43
678,Emil,U,,SWE,Open,1.23,24.5,27.65,-58.45,1,1.42
679,Henrik,Kumm,miyagi,SWE,Open,1.22,24.92,28.16,-59.57,1,1.41
680,Kjell-Åke,Jansson,blondie,SWE,Open,1.21,23.98,27.06,-57.21,2,1.39
681,Steve,Knutsson,stevo,SWE,Open,1.2,24.9,28.15,-59.56,1,1.39
682,Robert,Falk,,SWE,Open,1.2,28.15,32.02,-67.91,4,1.39
683,Diana,Bergefall,,SWE,Open,1.2,25.59,28.99,-61.37,1,1.39
684,Torbjörn,Sjöström,tsjostrom,SWE,Open,1.2,24.36,27.52,-58.2,1,1.39
685,Ulf,Nilsson,falcon,SWE,Open,1.2,24.8,28.05,-59.34,4,1.38
686,Kent,Rehn,donkfromsweden,SWE,Open,1.19,25.13,28.44,-60.2,1,1.38
687,Ali,Salloum,doktorautomateld,SWE,Open,1.19,24.84,28.1,-59.45,1,1.38
688,Mattias,Nyström,shortcut,SWE,Open,1.19,23.82,26.88,-56.83,2,1.38
689,johan,lidström,steel,SWE,Open,1.18,25.11,28.43,-60.19,2,1.37
690,Johnny,Ellfolk,jam,SWE,Open,1.18,24.84,28.11,-59.49,1,1.36
691,Martin,Eriksson,,SWE,Open,1.17,24.58,27.82,-58.86,1,1.36
692,Anders,Hasslinger,,SWE,Open,1.16,25.68,29.14,-61.73,1,1.34
693,Daniel,R,,SWE,Open,1.16,25.0,28.33,-60.0,1,1.34
694,David,Treiberg,dow,SWE,Open,1.16,25.14,28.5,-60.35,1,1.34
695,Ted,Eriksson,tbear,SWE,Open,1.14,24.9,28.23,-59.78,1,1.32
696,Marcus,Lindström,marcus,SWE,Open,1.14,24.59,27.86,-59.0,1,1.32
697,Johan,Kinhult,snakedr66,SWE,Open,1.14,25.05,28.42,-60.2,1,1.31
698,Pär,Linnarsson,45power,SWE,Open,1.13,24.89,28.23,-59.8,1,1.31
699,Fredrik,Rosenqvist,rallarn,SWE,Open,1.13,25.54,29.01,-61.48,7,1.31
700,Björn,Berge,greven,SWE,Open,1.12,24.77,28.1,-59.52,1,1.3
701,Nicklas,Karlsson,,SWE,Open,1.12,24.95,28.32,-60.02,1,1.29
702,Kristoffer,Hall,misterpresident,SWE,Open,1.11,22.93,25.92,-54.84,2,1.28
703,Marcus,Falk,,SWE,Open,1.1,24.96,28.36,-60.11,1,1.27
704,David,Lindquist,dow,SWE,Open,1.09,24.74,28.1,-59.55,1,1.26
705,Claus,Stromquist,,SWE,Open,1.08,24.92,28.32,-60.04,1,1.25
706,Mikael,Nilsson,,SWE,Open,1.08,24.96,28.37,-60.16,1,1.25
707,Erik,Azcarate,,SWE,Open,1.08,24.83,28.22,-59.83,1,1.24
708,Dusko,Komso,,SWE,Open,1.07,25.15,28.62,-60.7,1,1.23
709,Edward,Åkerman,,SWE,Open,1.06,24.71,28.11,-59.61,1,1.22
710,Adam,Larsson,adalar,SWE,Open,1.06,24.68,28.07,-59.52,1,1.22
711,Rolf,Häsänen,,SWE,Open,1.04,24.52,27.9,-59.17,1,1.21
712,Rainer,Hietalahti,,SWE,Open,1.03,24.9,28.35,-60.16,1,1.2
713,Pernilla,Larsson,,SWE,Open,1.03,24.47,27.85,-59.07,1,1.2
714,fre,.,frekjem,SWE,Open,1.03,25.12,28.62,-60.75,1,1.19
715,Martin,Nordh,,SWE,Open,1.03,24.78,28.22,-59.89,1,1.19
716,Heyes,Jemide,,SWE,Open,1.03,24.68,28.1,-59.62,1,1.19
717,Matheo,Chow,,SWE,Open,1.03,24.5,27.89,-59.17,1,1.19
718,Johan,Olsson,,SWE,Open,1.02,25.12,28.63,-60.78,1,1.18
719,Stefan,Hög,stif2000,SWE,Open,1.02,25.12,28.63,-60.78,1,1.18
720,Jimmy,Wedin,,SWE,Open,1.02,25.12,28.63,-60.78,1,1.18
721,Johannes,Bartsch,firehand,SWE,Open,1.02,24.61,28.04,-59.5,1,1.17
722,Kent,Hellberg,,SWE,Open,1.0,24.01,27.34,-58.0,1,1.16
723,Jonas,Alstermark,,SWE,Open,1.0,24.52,27.94,-59.31,1,1.16
724,Jimmy,Tell,,SWE,Open,1.0,25.14,28.68,-60.91,1,1.15
725,Jonas,Arbestål,,SWE,Open,0.99,24.78,28.27,-60.02,1,1.15
726,Jens,Lindholm,luckyduck,SWE,Open,0.98,24.72,28.2,-59.89,1,1.14
727,Victor,Axelsson,,SWE,Open,0.98,24.8,28.31,-60.11,1,1.14
728,Zsolt,Tarjanyi,rookie80,SWE,Open,0.98,24.8,28.3,-60.09,1,1.14
729,Alf,Wallblom,awall,SWE,Open,0.98,25.5,29.14,-61.91,1,1.13
730,Isak,Torikka,,SWE,Open,0.98,24.15,27.53,-58.45,1,1.13
731,Stefan,Fjellström,,SWE,Open,0.98,25.03,28.58,-60.72,1,1.13
732,Ole,Victor,oahv,SWE,Open,0.97,24.12,27.5,-58.38,2,1.13
733,Carl-Johan,Swahn,,SWE,Open,0.96,24.25,27.68,-58.78,1,1.1
734,Robert,Jonsson,,SWE,Open,0.95,24.77,28.3,-60.13,1,1.1
735,Ivar,Edfeldt,,SWE,Open,0.95,24.85,28.4,-60.34,4,1.1
736,Martin,Assarsson,,SWE,Open,0.95,24.98,28.56,-60.7,1,1.09
737,Fredrik,Söderlund,matusalem,SWE,Open,0.95,24.98,28.56,-60.7,1,1.09
738,Linda,Andersson,,SWE,Open,0.94,24.33,27.78,-59.02,1,1.09
739,Fredrik,Karlsson,fredde69,SWE,Open,0.94,24.45,27.93,-59.35,1,1.09
740,Joakim,Linder,sirmissalot,SWE,Open,0.93,25.0,28.6,-60.79,1,1.08
741,Martin,Arildsson,,SWE,Open,0.92,23.34,26.64,-56.58,2,1.07
742,Björn,B,,SWE,Open,0.92,24.45,27.96,-59.44,1,1.06
743,Fredrik,Björsell,,SWE,Open,0.91,18.02,20.33,-42.96,8,1.06
744,Magnus,Strömberg,,SWE,Open,0.91,24.08,27.54,-58.52,2,1.05
745,Andreas,Anjestål,freehanddimes,SWE,Open,0.9,25.16,28.82,-61.3,1,1.05
746,Hans,Jarosch,hansi,SWE,Open,0.9,24.5,28.03,-59.6,1,1.04
747,Per,Gellermark,herman,SWE,Open,0.9,24.78,28.38,-60.35,1,1.04
748,stefan,Österlind,,SWE,Open,0.89,24.84,28.46,-60.53,8,1.03
749,Thomas,Gärdh,,SWE,Open,0.88,24.63,28.22,-60.02,1,1.02
750,Mikko,Seppälä,,SWE,Open,0.88,24.19,27.7,-58.91,1,1.02
751,Fredrik,Pejlert,fpt,SWE,Open,0.88,24.85,28.49,-60.6,1,1.02
752,Fredrik,Hallner,,SWE,Open,0.88,24.44,27.99,-59.54,1,1.02
753,Tomas,Svalö,tomme,SWE,Open,0.88,24.68,28.28,-60.16,1,1.01
